ElectricLoad_annual_calculated_kwh,ElectricStorage_initial_capital_cost,ElectricStorage_size_kw,ElectricStorage_size_kwh,ElectricTariff_lifecycle_coincident_peak_cost,ElectricTariff_lifecycle_demand_cost,ElectricTariff_lifecycle_energy_cost,ElectricTariff_lifecycle_export_benefit,ElectricTariff_lifecycle_fixed_cost,ElectricTariff_lifecycle_min_charge_adder,ElectricTariff_year_one_bill,ElectricTariff_year_one_coincident_peak_cost,ElectricTariff_year_one_demand_cost,ElectricTariff_year_one_energy_cost,ElectricTariff_year_one_export_benefit,ElectricTariff_year_one_fixed_cost,ElectricTariff_year_one_min_charge_adder,ElectricUtility_year_one_energy_supplied_kwh,Financial_developer_om_and_replacement_present_cost_after_tax,Financial_initial_capital_costs,Financial_initial_capital_costs_after_incentives,Financial_lcc,Financial_lifecycle_capital_costs,Financial_lifecycle_capital_costs_plus_om,Financial_lifecycle_fuel_costs_after_tax,Financial_lifecycle_om_costs_after_tax,Financial_lifecycle_om_costs_before_tax,Financial_om_and_replacement_present_cost_after_tax,Financial_replacement_costs,Financial_year_one_om_costs_after_tax,Financial_year_one_om_costs_before_tax,Generator_average_annual_energy_produced_kwh,Generator_fuel_used_gal,Generator_lifecycle_fixed_om_cost,Generator_lifecycle_fuel_cost,Generator_lifecycle_variable_om_cost,Generator_size_kw,Generator_year_one_energy_produced_kwh,Generator_year_one_fixed_om_cost,Generator_year_one_fuel_cost,Generator_year_one_variable_om_cost,Outages_Generator_mg_kw,Outages_Generator_upgraded,Outages_PV_upgraded,Outages_PVmg_kw,Outages_expected_outage_cost,Outages_mg_Generator_upgrade_cost,Outages_mg_PV_upgrade_cost,Outages_mg_storage_upgrade_cost,Outages_storage_upgraded,PV_average_annual_energy_exported_kwh,PV_average_annual_energy_produced_kwh,PV_lcoe_per_kwh,PV_lifecycle_om_cost,PV_size_kw,PV_year_one_energy_produced_kwh,Uncertainty_ElectricLoad_critical_load_pct,Uncertainty_ElectricUtility_outage_start_timesteps,Uncertainty_Financial_elec_cost_escalation_pct,Uncertainty_Financial_value_of_lost_load_per_kwh,solver_seconds,status
3.505851818e7,1.502515433e7,4293.39,30148.91,0.0,5.05775845e6,1.37129704e7,-0.0,0.0,0.0,1.69376102e6,0.0,456382.6,1.23737842e6,-0.0,0.0,0.0,1.632425355e7,6.51198927e6,3.366580219e7,1.817069184e7,5.038035737e7,2.181388223e7,2.468268111e7,0.0,2.86879888e6,3.87675524e6,6.51198927e6,8.52185368e6,165915.33,224209.91,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,12948.9476,0.0,61167.0,3.33786019e6,3.5259402364350175e6,1.0,0.0,1.997040809e7,0.0476,2.816623e6,12948.9476,2.0963158e7,0.9243993756006244,4103,-0.00256000743999256,1868.898231101769,57.984,optimal
3.505851818e7,1.502515433e7,4293.39,30148.91,0.0,5.05775845e6,1.37129704e7,-0.0,0.0,0.0,1.69376102e6,0.0,456382.6,1.23737842e6,-0.0,0.0,0.0,1.632425355e7,6.51198927e6,3.366580219e7,1.817069184e7,5.038035737e7,2.181388223e7,2.468268111e7,0.0,2.86879888e6,3.87675524e6,6.51198927e6,8.52185368e6,165915.33,224209.91,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,12948.9476,0.0,61167.0,3.33786019e6,3.5259402364350175e6,1.0,0.0,1.997040809e7,0.0476,2.816623e6,12948.9476,2.0963158e7,0.9243993756006244,4103,-0.00256000743999256,1868.898231101769,58.887,optimal
3.505851818e7,4.507081596e7,10000.0,96187.67,0.0,2.06957165e6,2.81712353e6,-0.0,0.0,0.0,410077.0,0.0,173672.33,236404.67,-0.0,0.0,0.0,3.11879511e6,1.655153888e7,8.387514155e7,4.527082875e7,8.395141731e7,5.619857251e7,6.182236762e7,0.0,5.62379512e6,7.59972313e6,1.655153888e7,2.556128652e7,325248.96,439525.61,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,25614.5773,0.0,61167.0,6.60268933e6,1.0576518180746531e7,1.0,0.0,3.943943938e7,0.0501,5.571619e6,25614.5773,4.146765e7,0.7927995072004927,5442,0.00235998764001236,3407.4966925033077,51.825,optimal
3.505851818e7,2.671305214e7,6769.62,55326.28,0.0,2.839336e6,5.62781424e6,-0.0,0.0,0.0,928055.23,0.0,311209.86,616845.37,-0.0,0.0,0.0,8.13780167e6,1.124720825e7,5.927019093e7,3.199034709e7,6.362768548e7,3.846732383e7,4.323755534e7,0.0,4.77023151e6,6.4462588e6,1.124720825e7,1.515041549e7,275883.59,372815.67,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,21690.4629,0.0,61167.0,5.59116731e6,6.268665590067543e6,1.0,0.0,3.360161726e7,0.0496,4.718055e6,21690.4629,3.5114868e7,0.7192995807004192,2225,-0.007000002999997,2638.1974618025383,51.142,optimal
3.505851818e7,4.507081596e7,10000.0,96187.67,0.0,2.06957165e6,2.81712353e6,-0.0,0.0,0.0,410077.0,0.0,173672.33,236404.67,-0.0,0.0,0.0,3.11879511e6,1.655153888e7,8.387514155e7,4.527082875e7,8.395141731e7,5.619857251e7,6.182236762e7,0.0,5.62379512e6,7.59972313e6,1.655153888e7,2.556128652e7,325248.96,439525.61,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,25614.5773,0.0,61167.0,6.60268933e6,1.0576518180746531e7,1.0,0.0,3.943943938e7,0.0501,5.571619e6,25614.5773,4.146765e7,0.7752995247004753,397,0.018559971440028564,1912.998187001813,51.83,optimal
3.505851818e7,3.2238046740000002e7,9207.5,64696.48,0.0,2.6270126e6,4.06658805e6,-0.0,0.0,0.0,667191.81,0.0,261850.29,405341.52,-0.0,0.0,0.0,5.34751343e6,1.306232934e7,6.827353892e7,3.684984565e7,7.038856538e7,4.466668991e7,4.9912175e7,0.0,5.24548509e6,7.08849336e6,1.306232934e7,1.828452425e7,303369.61,409958.94,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,0.9999999999999972,1.0,23875.3609,0.0,61167.0,6.15437016e6,7.565272562666111e6,1.0,0.0,3.690527645e7,0.0499,5.193309e6,23875.3609,3.8652018e7,0.7192995807004192,2225,-0.007000002999997,2638.1974618025383,71.252,optimal
3.505851818e7,4.507081596e7,10000.0,96187.67,0.0,2.06957165e6,2.81712353e6,-0.0,0.0,0.0,410077.0,0.0,173672.33,236404.67,-0.0,0.0,0.0,3.11879511e6,1.655153888e7,8.387514155e7,4.527082875e7,8.395141731e7,5.619857251e7,6.182236762e7,0.0,5.62379512e6,7.59972313e6,1.655153888e7,2.556128652e7,325248.96,439525.61,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,25614.5773,0.0,61167.0,6.60268933e6,1.0576518180746531e7,1.0,0.0,3.943943938e7,0.0501,5.571619e6,25614.5773,4.146765e7,0.7752995247004753,397,0.018559971440028564,1912.998187001813,51.83,optimal
3.505851818e7,4.507081596e7,10000.0,96187.67,0.0,2.06957165e6,2.81712353e6,-0.0,0.0,0.0,410077.0,0.0,173672.33,236404.67,-0.0,0.0,0.0,3.11879511e6,1.655153888e7,8.387514155e7,4.527082875e7,8.395141731e7,5.619857251e7,6.182236762e7,0.0,5.62379512e6,7.59972313e6,1.655153888e7,2.556128652e7,325248.96,439525.61,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,25614.5773,0.0,61167.0,6.60268933e6,1.0576518180746531e7,1.0,0.0,3.943943938e7,0.0501,5.571619e6,25614.5773,4.146765e7,0.7752995247004753,397,0.018559971440028564,1912.998187001813,50.725,optimal
3.505851818e7,3.575944221e7,8954.71,74277.17,0.0,2.28043972e6,3.4213308e6,-0.0,0.0,0.0,596453.1599999999,0.0,238553.18,357899.98,-0.0,0.0,0.0,4.72163568e6,1.386650227e7,7.143363824e7,3.85555467e7,7.26743809e7,4.722592882e7,5.242204898e7,0.0,5.19612015e6,7.02178399e6,1.386650227e7,2.028105037e7,300514.62,406100.84,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,23648.414,0.0,61167.0,6.09586988e6,8.39154452473388e6,1.0,0.0,3.659518056e7,0.0499,5.143944e6,23648.414,3.8284611e7,0.9607993392006609,220,0.02111996888003112,4191.495908504092,52.421,optimal
3.505851818e7,2.669094034e7,6536.5,55734.93,0.0,3.23266392e6,6.62346135e6,-0.0,0.0,0.0,968693.3699999999,0.0,317717.16,650976.21,-0.0,0.0,0.0,8.58807666e6,1.105641868e7,5.789134248e7,3.124615277e7,6.385679339e7,3.771771306e7,4.230257144e7,0.0,4.58485839e6,6.19575458e6,1.105641868e7,1.513774577e7,265162.65,358327.9,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,20838.2413,0.0,61167.0,5.37148949e6,6.26346017743732e6,1.0,0.0,3.220025029e7,0.0495,4.532682e6,20838.2413,3.37352e7,0.6877996122003878,5754,0.0037199862800137203,227.39987260012742,58.661,optimal
3.505851818e7,3.575944221e7,8954.71,74277.17,0.0,2.28043972e6,3.4213308e6,-0.0,0.0,0.0,596453.1599999999,0.0,238553.18,357899.98,-0.0,0.0,0.0,4.72163568e6,1.386650227e7,7.143363824e7,3.85555467e7,7.26743809e7,4.722592882e7,5.242204898e7,0.0,5.19612015e6,7.02178399e6,1.386650227e7,2.028105037e7,300514.62,406100.84,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,23648.414,0.0,61167.0,6.09586988e6,8.39154452473388e6,1.0,0.0,3.659518056e7,0.0499,5.143944e6,23648.414,3.8284611e7,0.5792997207002792,5838,-0.0023600076399923594,2128.5979714020286,52.326,optimal
3.505851818e7,5.0342746559999995e7,10000.0,109775.12,0.0,718290.84,807196.2,-0.0,0.0,0.0,124468.01000000001,0.0,58607.01,65861.0,-0.0,0.0,0.0,868878.62,2.207091359e7,1.2018996898e8,6.487089831e7,1.1197305451e8,7.707657606e7,8.69418119e7,0.0,9.86523584e6,1.333139978e7,2.207091359e7,2.855052544e7,570550.24,771013.84,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000004,1.0,45113.8845,0.0,61167.0,1.162904074e7,1.1813567828599459e7,1.0,0.0,6.941954433e7,0.0512,9.81306e6,45113.8845,7.3035238e7,0.6877996122003878,5754,0.0037199862800137203,227.39987260012742,40.411,optimal
3.505851818e7,3.575944221e7,8954.71,74277.17,0.0,2.28043972e6,3.4213308e6,-0.0,0.0,0.0,596453.1599999999,0.0,238553.18,357899.98,-0.0,0.0,0.0,4.72163568e6,1.386650227e7,7.143363824e7,3.85555467e7,7.26743809e7,4.722592882e7,5.242204898e7,0.0,5.19612015e6,7.02178399e6,1.386650227e7,2.028105037e7,300514.62,406100.84,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,23648.414,0.0,61167.0,6.09586988e6,8.39154452473388e6,1.0,0.0,3.659518056e7,0.0499,5.143944e6,23648.414,3.8284611e7,0.5792997207002792,5838,-0.0023600076399923594,2128.5979714020286,52.311,optimal
3.505851818e7,3.575944221e7,8954.71,74277.17,0.0,2.28043972e6,3.4213308e6,-0.0,0.0,0.0,596453.1599999999,0.0,238553.18,357899.98,-0.0,0.0,0.0,4.72163568e6,1.386650227e7,7.143363824e7,3.85555467e7,7.26743809e7,4.722592882e7,5.242204898e7,0.0,5.19612015e6,7.02178399e6,1.386650227e7,2.028105037e7,300514.62,406100.84,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,23648.414,0.0,61167.0,6.09586988e6,8.39154452473388e6,1.0,0.0,3.659518056e7,0.0499,5.143944e6,23648.414,3.8284611e7,0.9607993392006609,220,0.02111996888003112,4191.495908504092,52.401,optimal
3.505851818e7,4.636756335e7,9459.73,100608.95,0.0,966942.98,1.25247804e6,-0.0,0.0,0.0,219038.35,0.0,95429.21,123609.14,-0.0,0.0,0.0,1.63072741e6,1.902168174e7,1.0095108961e8,5.448712474e7,9.582973257e7,6.572907438e7,7.350880648e7,0.0,7.7797321e6,1.051315149e7,1.902168174e7,2.629625128e7,449936.33,608022.07,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000002,1.0,35526.1334,0.0,61167.0,9.15759876e6,1.0880759309878446e7,1.0,0.0,5.490190123e7,0.0508,7.727556e6,35526.1334,5.7513549e7,0.7703995296004703,7851,0.01935997064002936,3466.2966337033668,69.855,optimal
3.505851818e7,1.615031541e7,4821.19,31994.57,0.0,4.72640039e6,1.221089489e7,-0.0,0.0,0.0,1.57313093e6,0.0,438986.66,1.13414427e6,-0.0,0.0,0.0,1.496232541e7,7.09250953e6,3.704263701e7,1.999328183e7,5.157867206e7,2.390934222e7,2.708579135e7,0.0,3.17644914e6,4.29249883e6,7.09250953e6,9.16012893e6,183708.11,248254.2,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000004,1.0,14363.3177,0.0,61167.0,3.70244345e6,3.7899949662435832e6,1.0,0.0,2.216623431e7,0.0481,3.124273e6,14363.3177,2.3252893e7,0.4882998117001883,3665,0.009119980880019122,3054.697045302955,79.434,optimal
3.505851818e7,4.636756335e7,9459.73,100608.95,0.0,966942.98,1.25247804e6,-0.0,0.0,0.0,219038.35,0.0,95429.21,123609.14,-0.0,0.0,0.0,1.63072741e6,1.902168174e7,1.0095108961e8,5.448712474e7,9.582973257e7,6.572907438e7,7.350880648e7,0.0,7.7797321e6,1.051315149e7,1.902168174e7,2.629625128e7,449936.33,608022.07,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000002,1.0,35526.1334,0.0,61167.0,9.15759876e6,1.0880759309878446e7,1.0,0.0,5.490190123e7,0.0508,7.727556e6,35526.1334,5.7513549e7,0.5624997375002625,7733,0.0033199866800133204,4627.595472404528,69.028,optimal
3.505851818e7,7.627449764e7,10000.0,176609.53,0.0,233199.53,618056.41,-0.0,0.0,0.0,70812.3,0.0,19398.86,51413.44,-0.0,0.0,0.0,678277.6,2.719505304e7,1.3761851921e8,7.427840313e7,1.305385028e8,9.277002647e7,1.0147345617e8,0.0,8.7034297e6,1.176139148e7,2.719505304e7,4.325409645e7,503357.85,680213.31,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,39772.677,0.0,61167.0,1.025223358e7,1.789841011204307e7,1.0,0.0,6.12270356e7,0.051,8.651254e6,39772.677,6.4388313e7,0.4882998117001883,3665,0.009119980880019122,3054.697045302955,41.458,optimal
3.505851818e7,4.636756335e7,9459.73,100608.95,0.0,966942.98,1.25247804e6,-0.0,0.0,0.0,219038.35,0.0,95429.21,123609.14,-0.0,0.0,0.0,1.63072741e6,1.902168174e7,1.0095108961e8,5.448712474e7,9.582973257e7,6.572907438e7,7.350880648e7,0.0,7.7797321e6,1.051315149e7,1.902168174e7,2.629625128e7,449936.33,608022.07,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000002,1.0,35526.1334,0.0,61167.0,9.15759876e6,1.0880759309878446e7,1.0,0.0,5.490190123e7,0.0508,7.727556e6,35526.1334,5.7513549e7,0.7703995296004703,7851,0.01935997064002936,3466.2966337033668,69.853,optimal
3.505851818e7,4.636756335e7,9459.73,100608.95,0.0,966942.98,1.25247804e6,-0.0,0.0,0.0,219038.35,0.0,95429.21,123609.14,-0.0,0.0,0.0,1.63072741e6,1.902168174e7,1.0095108961e8,5.448712474e7,9.582973257e7,6.572907438e7,7.350880648e7,0.0,7.7797321e6,1.051315149e7,1.902168174e7,2.629625128e7,449936.33,608022.07,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000002,1.0,35526.1334,0.0,61167.0,9.15759876e6,1.0880759309878446e7,1.0,0.0,5.490190123e7,0.0508,7.727556e6,35526.1334,5.7513549e7,0.7703995296004703,7851,0.01935997064002936,3466.2966337033668,69.852,optimal
3.505851818e7,2.1240310950000003e7,6491.45,41776.9,0.0,3.87421232e6,9.20110676e6,-0.0,0.0,0.0,1.33802556e6,0.0,396456.49,941569.07,-0.0,0.0,0.0,1.242175558e7,8.72629777e6,4.50569246e7,2.431894779e7,5.534412123e7,2.946924611e7,3.304524556e7,0.0,3.57599944e6,4.83243168e6,8.72629777e6,1.204715759e7,206815.87,279480.91,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,16200.1827,0.0,61167.0,4.17593357e6,4.984476020050406e6,1.0,0.0,2.505654283e7,0.0486,3.523823e6,16200.1827,2.6226609e7,0.3510999489000511,7919,-0.00020000979999020008,4387.495712504287,78.154,optimal
3.505851818e7,2.095387115e7,6063.45,41893.55,0.0,4.64440866e6,1.098858874e7,-0.0,0.0,0.0,1.30786522e6,0.0,388553.8,919311.42,-0.0,0.0,0.0,1.212811894e7,8.80313605e6,4.584180601e7,2.474255433e7,5.850846478e7,2.982331419e7,3.354569038e7,0.0,3.72237618e6,5.03023808e6,8.80313605e6,1.188449889e7,215281.48,290920.93,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,16873.125,0.0,61167.0,4.34939843e6,4.917231581105946e6,1.0,0.0,2.597821054e7,0.0487,3.6702e6,16873.125,2.7316041e7,0.6226996773003227,734,-0.00252000747999252,4514.895585104415,39.856,optimal
3.505851818e7,2.1240310950000003e7,6491.45,41776.9,0.0,3.87421232e6,9.20110676e6,-0.0,0.0,0.0,1.33802556e6,0.0,396456.49,941569.07,-0.0,0.0,0.0,1.242175558e7,8.72629777e6,4.50569246e7,2.431894779e7,5.534412123e7,2.946924611e7,3.304524556e7,0.0,3.57599944e6,4.83243168e6,8.72629777e6,1.204715759e7,206815.87,279480.91,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,16200.1827,0.0,61167.0,4.17593357e6,4.984476020050406e6,1.0,0.0,2.505654283e7,0.0486,3.523823e6,16200.1827,2.6226609e7,0.5442997557002442,5476,0.01883997116002884,408.6996913003087,78.155,optimal
3.505851818e7,3.2218688439999998e7,10000.0,63063.63,0.0,1.74137018e6,2.37537003e6,-0.0,0.0,0.0,431344.86,0.0,182457.73,248887.13,-0.0,0.0,0.0,3.28347134e6,1.567222145e7,8.738879024e7,4.716674828e7,8.383222045e7,5.49790925e7,6.283896973e7,0.0,7.85987723e6,1.062145571e7,1.567222145e7,1.827399813e7,454571.48,614285.78,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,35894.5871,0.0,61167.0,9.25257535e6,7.560788157265947e6,1.0,0.0,5.55478106e7,0.0508,7.807701e6,35894.5871,5.8110042e7,0.6226996773003227,734,-0.00252000747999252,4514.895585104415,75.655,optimal
3.505851818e7,2.1240310950000003e7,6491.45,41776.9,0.0,3.87421232e6,9.20110676e6,-0.0,0.0,0.0,1.33802556e6,0.0,396456.49,941569.07,-0.0,0.0,0.0,1.242175558e7,8.72629777e6,4.50569246e7,2.431894779e7,5.534412123e7,2.946924611e7,3.304524556e7,0.0,3.57599944e6,4.83243168e6,8.72629777e6,1.204715759e7,206815.87,279480.91,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,16200.1827,0.0,61167.0,4.17593357e6,4.984476020050406e6,1.0,0.0,2.505654283e7,0.0486,3.523823e6,16200.1827,2.6226609e7,0.3510999489000511,7919,-0.00020000979999020008,4387.495712504287,78.154,optimal
3.505851818e7,2.1240310950000003e7,6491.45,41776.9,0.0,3.87421232e6,9.20110676e6,-0.0,0.0,0.0,1.33802556e6,0.0,396456.49,941569.07,-0.0,0.0,0.0,1.242175558e7,8.72629777e6,4.50569246e7,2.431894779e7,5.534412123e7,2.946924611e7,3.304524556e7,0.0,3.57599944e6,4.83243168e6,8.72629777e6,1.204715759e7,206815.87,279480.91,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,16200.1827,0.0,61167.0,4.17593357e6,4.984476020050406e6,1.0,0.0,2.505654283e7,0.0486,3.523823e6,16200.1827,2.6226609e7,0.3510999489000511,7919,-0.00020000979999020008,4387.495712504287,77.298,optimal
3.505851818e7,3.617671381e7,7820.87,77617.37,0.0,2.7572216e6,4.45517846e6,-0.0,0.0,0.0,585885.86,0.0,223977.75,361908.11,-0.0,0.0,0.0,4.77451327e6,1.428598887e7,7.418282288e7,4.003935483e7,7.656370982e7,4.8810611e7,5.43253437e7,0.0,5.5147327e6,7.45234149e6,1.428598887e7,2.051700671e7,318941.39,431001.88,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000004,1.0,25113.1813,0.0,61167.0,6.47344409e6,8.489374968832202e6,1.0,0.0,3.863942747e7,0.05,5.462557e6,25113.1813,4.0655935e7,0.37139992860007137,3008,-0.0028400071599928405,4563.895536104464,48.037,optimal
3.505851818e7,2.0640776919999998e7,5933.04,41347.09,0.0,3.97649463e6,9.77350779e6,-0.0,0.0,0.0,1.38246149e6,0.0,399807.25,982654.24,-0.0,0.0,0.0,1.296377629e7,8.45494026e6,4.353598392e7,2.349804217e7,5.463663056e7,2.850287653e7,3.195298242e7,0.0,3.45010589e6,4.66230526e6,8.45494026e6,1.170690016e7,199534.89,269641.74,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000004,1.0,15621.4084,0.0,61167.0,4.02674247e6,4.843756248151559e6,1.0,0.0,2.415155867e7,0.0484,3.39793e6,15621.4084,2.5289626e7,0.5435997564002436,5190,0.00151998848001152,2937.097162902837,44.883,optimal
3.505851818e7,3.617671381e7,7820.87,77617.37,0.0,2.7572216e6,4.45517846e6,-0.0,0.0,0.0,585885.86,0.0,223977.75,361908.11,-0.0,0.0,0.0,4.77451327e6,1.428598887e7,7.418282288e7,4.003935483e7,7.656370982e7,4.8810611e7,5.43253437e7,0.0,5.5147327e6,7.45234149e6,1.428598887e7,2.051700671e7,318941.39,431001.88,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000004,1.0,25113.1813,0.0,61167.0,6.47344409e6,8.489374968832202e6,1.0,0.0,3.863942747e7,0.05,5.462557e6,25113.1813,4.0655935e7,0.8634994365005635,1829,0.021519968480031522,207.7998922001078,47.87,optimal
3.505851818e7,1.650592588e7,4098.8,34354.01,0.0,4.04994014e6,1.030680532e7,-0.0,0.0,0.0,1.50916125e6,0.0,425724.11,1.08343714e6,-0.0,0.0,0.0,1.429336594e7,7.46149018e6,3.946917688e7,2.130294951e7,5.109547882e7,2.530503638e7,2.876443969e7,0.0,3.45940332e6,4.67486935e6,7.46149018e6,9.36135504e6,200072.6,270368.38,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,15664.1517,0.0,61167.0,4.03776045e6,3.873386218160995e6,1.0,0.0,2.424251489e7,0.0485,3.407227e6,15664.1517,2.5358824e7,0.5435997564002436,5190,0.00151998848001152,2937.097162902837,49.141,optimal
3.505851818e7,3.617671381e7,7820.87,77617.37,0.0,2.7572216e6,4.45517846e6,-0.0,0.0,0.0,585885.86,0.0,223977.75,361908.11,-0.0,0.0,0.0,4.77451327e6,1.428598887e7,7.418282288e7,4.003935483e7,7.656370982e7,4.8810611e7,5.43253437e7,0.0,5.5147327e6,7.45234149e6,1.428598887e7,2.051700671e7,318941.39,431001.88,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000004,1.0,25113.1813,0.0,61167.0,6.47344409e6,8.489374968832202e6,1.0,0.0,3.863942747e7,0.05,5.462557e6,25113.1813,4.0655935e7,0.8634994365005635,1829,0.021519968480031522,207.7998922001078,47.746,optimal
3.505851818e7,3.617671381e7,7820.87,77617.37,0.0,2.7572216e6,4.45517846e6,-0.0,0.0,0.0,585885.86,0.0,223977.75,361908.11,-0.0,0.0,0.0,4.77451327e6,1.428598887e7,7.418282288e7,4.003935483e7,7.656370982e7,4.8810611e7,5.43253437e7,0.0,5.5147327e6,7.45234149e6,1.428598887e7,2.051700671e7,318941.39,431001.88,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000004,1.0,25113.1813,0.0,61167.0,6.47344409e6,8.489374968832202e6,1.0,0.0,3.863942747e7,0.05,5.462557e6,25113.1813,4.0655935e7,0.8634994365005635,1829,0.021519968480031522,207.7998922001078,47.789,optimal
3.505851818e7,3.9002142879999995e7,10000.0,80546.76,0.0,2.11832207e6,2.39806143e6,-0.0,0.0,0.0,380660.25,0.0,178541.31,202118.94,-0.0,0.0,0.0,2.66647683e6,1.596717901e7,8.429623414e7,4.549787907e7,8.285059116e7,5.495455612e7,6.146505807e7,0.0,6.51050195e6,8.79797561e6,1.596717901e7,2.212028733e7,376531.13,508825.86,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,29691.0622,0.0,61167.0,7.65348797e6,9.152514624011273e6,1.0,0.0,4.572054999e7,0.0504,6.458326e6,29691.0622,4.8067104e7,0.45469984530015467,2199,0.02823996176003824,1275.998824001176,44.22,optimal
3.505851818e7,2.4461021830000002e7,6638.41,49784.16,0.0,3.28224357e6,6.8509746e6,-0.0,0.0,0.0,1.02722902e6,0.0,332729.03,694499.99,-0.0,0.0,0.0,9.162269e6,1.054898737e7,5.590356624e7,3.017322644e7,6.206949592e7,3.61042706e7,4.072221381e7,0.0,4.61794321e6,6.2404638e6,1.054898737e7,1.387341453e7,267076.09,360913.63,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0000000000000009,1.0,20990.3432,0.0,61167.0,5.41069692e6,5.740220016912468e6,1.0,0.0,3.245836245e7,0.0495,4.565767e6,20990.3432,3.3981439e7,0.6863996136003864,5080,0.0007199892800107202,1457.2986427013575,67.267,optimal
3.505851818e7,3.9002142879999995e7,10000.0,80546.76,0.0,2.11832207e6,2.39806143e6,-0.0,0.0,0.0,380660.25,0.0,178541.31,202118.94,-0.0,0.0,0.0,2.66647683e6,1.596717901e7,8.429623414e7,4.549787907e7,8.285059116e7,5.495455612e7,6.146505807e7,0.0,6.51050195e6,8.79797561e6,1.596717901e7,2.212028733e7,376531.13,508825.86,0.0,0.0,52176.0,0.0,0.0,407.78,0.0,4078.0,0.0,0.0,407.78,1.0,1.0,29691.0622,0.0,61167.0,7.65348797e6,9.152514624011273e6,1.0,0.0,4.572054999e7,0.0504,6.458326e6,29691.0622,4.8067104e7,0.8690994309005691,1416,0.018159971840028162,1094.6990053009947,44.101,optimal
