Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,145878,-,-,-,39.77,-121.62,-8,467,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.0
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Clearsky GHI,Clearsky DHI,Clearsky DNI
2018,11,2,5,30,0,0,0,0,0,0
2018,11,2,6,30,2,3,25,2,3,25
2018,11,2,7,30,114,41,483,122,38,558
2018,11,2,8,30,220,99,386,296,54,770
2018,11,2,9,30,441,67,842,446,63,861
2018,11,2,10,30,518,104,776,552,68,907
2018,11,2,11,30,474,214,452,603,70,926
2018,11,2,12,30,518,148,652,593,69,925
2018,11,2,13,30,444,140,598,525,65,905
2018,11,2,14,30,328,117,522,403,58,854
2018,11,2,15,30,214,60,590,240,47,739
2018,11,2,16,30,68,28,440,68,27,448
2018,11,2,17,30,0,0,0,0,0,0
2018,11,2,18,30,0,0,0,0,0,0
2018,11,2,19,30,0,0,0,0,0,0
2018,11,2,20,30,0,0,0,0,0,0
2018,11,2,21,30,0,0,0,0,0,0
2018,11,2,22,30,0,0,0,0,0,0
2018,11,2,23,30,0,0,0,0,0,0
2018,11,3,0,30,0,0,0,0,0,0
2018,11,3,1,30,0,0,0,0,0,0
2018,11,3,2,30,0,0,0,0,0,0
2018,11,3,3,30,0,0,0,0,0,0
2018,11,3,4,30,0,0,0,0,0,0
2018,11,3,5,30,0,0,0,0,0,0
2018,11,3,6,30,0,0,0,0,0,0
2018,11,3,7,30,93,42,343,120,35,576
2018,11,3,8,30,170,123,151,293,51,781
2018,11,3,9,30,329,163,378,444,61,871
2018,11,3,10,30,463,157,578,552,67,917
2018,11,3,11,30,487,193,515,602,69,934
2018,11,3,12,30,500,158,608,592,70,928
2018,11,3,13,30,514,74,873,522,67,903
2018,11,3,14,30,381,69,779,399,60,847
2018,11,3,15,30,224,49,678,236,49,724
2018,11,3,16,30,57,29,324,64,28,415
2018,11,3,17,30,0,0,0,0,0,0
2018,11,3,18,30,0,0,0,0,0,0
2018,11,3,19,30,0,0,0,0,0,0
2018,11,3,20,30,0,0,0,0,0,0
2018,11,3,21,30,0,0,0,0,0,0
2018,11,3,22,30,0,0,0,0,0,0
2018,11,3,23,30,0,0,0,0,0,0
2018,11,4,0,30,0,0,0,0,0,0
2018,11,4,1,30,0,0,0,0,0,0
2018,11,4,2,30,0,0,0,0,0,0
2018,11,4,3,30,0,0,0,0,0,0
2018,11,4,4,30,0,0,0,0,0,0
2018,11,4,5,30,0,0,0,0,0,0
2018,11,4,6,30,0,0,0,0,0,0
2018,11,4,7,30,38,38,0,118,35,580
2018,11,4,8,30,109,99,32,292,51,789
2018,11,4,9,30,282,183,227,443,60,879
2018,11,4,10,30,369,227,271,550,67,920
2018,11,4,11,30,446,228,384,599,71,932
2018,11,4,12,30,440,222,390,585,72,919
2018,11,4,13,30,357,208,298,512,69,887
2018,11,4,14,30,269,157,283,390,61,830
2018,11,4,15,30,175,82,367,229,50,706
2018,11,4,16,30,44,31,160,60,27,393
2018,11,4,17,30,0,0,0,0,0,0
2018,11,4,18,30,0,0,0,0,0,0
2018,11,4,19,30,0,0,0,0,0,0
2018,11,4,20,30,0,0,0,0,0,0
2018,11,4,21,30,0,0,0,0,0,0
2018,11,4,22,30,0,0,0,0,0,0
2018,11,4,23,30,0,0,0,0,0,0
2018,11,5,0,30,0,0,0,0,0,0
2018,11,5,1,30,0,0,0,0,0,0
2018,11,5,2,30,0,0,0,0,0,0
2018,11,5,3,30,0,0,0,0,0,0
2018,11,5,4,30,0,0,0,0,0,0
2018,11,5,5,30,0,0,0,0,0,0
2018,11,5,6,30,0,0,0,0,0,0
2018,11,5,7,30,115,33,583,115,33,583
2018,11,5,8,30,290,48,802,290,48,802
2018,11,5,9,30,443,56,896,443,56,896
2018,11,5,10,30,554,63,944,554,63,944
2018,11,5,11,30,605,65,960,605,65,960
2018,11,5,12,30,598,66,961,598,66,961
2018,11,5,13,30,526,63,934,526,63,934
2018,11,5,14,30,400,58,872,400,58,872
2018,11,5,15,30,234,48,744,234,48,744
2018,11,5,16,30,61,28,410,61,28,410
2018,11,5,17,30,0,0,0,0,0,0
2018,11,5,18,30,0,0,0,0,0,0
2018,11,5,19,30,0,0,0,0,0,0
2018,11,5,20,30,0,0,0,0,0,0
2018,11,5,21,30,0,0,0,0,0,0
2018,11,5,22,30,0,0,0,0,0,0
2018,11,5,23,30,0,0,0,0,0,0
2018,11,6,0,30,0,0,0,0,0,0
2018,11,6,1,30,0,0,0,0,0,0
2018,11,6,2,30,0,0,0,0,0,0
2018,11,6,3,30,0,0,0,0,0,0
2018,11,6,4,30,0,0,0,0,0,0
2018,11,6,5,30,0,0,0,0,0,0
2018,11,6,6,30,0,0,0,0,0,0
2018,11,6,7,30,115,37,572,115,37,572
2018,11,6,8,30,291,54,797,291,54,797
2018,11,6,9,30,446,63,896,446,63,896
2018,11,6,10,30,554,68,942,554,68,942
2018,11,6,11,30,602,70,954,602,70,954
2018,11,6,12,30,592,70,950,592,70,950
2018,11,6,13,30,518,65,921,518,65,921
2018,11,6,14,30,393,59,861,393,59,861
2018,11,6,15,30,229,48,734,229,48,734
2018,11,6,16,30,51,27,309,58,27,404
2018,11,6,17,30,0,0,0,0,0,0
2018,11,6,18,30,0,0,0,0,0,0
2018,11,6,19,30,0,0,0,0,0,0
2018,11,6,20,30,0,0,0,0,0,0
2018,11,6,21,30,0,0,0,0,0,0
2018,11,6,22,30,0,0,0,0,0,0
2018,11,6,23,30,0,0,0,0,0,0
2018,11,7,0,30,0,0,0,0,0,0
2018,11,7,1,30,0,0,0,0,0,0
2018,11,7,2,30,0,0,0,0,0,0
2018,11,7,3,30,0,0,0,0,0,0
2018,11,7,4,30,0,0,0,0,0,0
2018,11,7,5,30,0,0,0,0,0,0
2018,11,7,6,30,0,0,0,0,0,0
2018,11,7,7,30,107,34,555,107,34,555
2018,11,7,8,30,280,49,787,280,49,787
2018,11,7,9,30,434,58,889,434,58,889
2018,11,7,10,30,546,63,944,546,63,944
2018,11,7,11,30,601,64,970,601,64,970
2018,11,7,12,30,592,63,971,592,63,971
2018,11,7,13,30,521,60,945,521,60,945
2018,11,7,14,30,396,56,884,396,56,884
2018,11,7,15,30,230,46,757,230,46,757
2018,11,7,16,30,49,30,255,49,30,255
2018,11,7,17,30,0,0,0,0,0,0
2018,11,7,18,30,0,0,0,0,0,0
2018,11,7,19,30,0,0,0,0,0,0
2018,11,7,20,30,0,0,0,0,0,0
2018,11,7,21,30,0,0,0,0,0,0
2018,11,7,22,30,0,0,0,0,0,0
2018,11,7,23,30,0,0,0,0,0,0
2018,11,8,0,30,0,0,0,0,0,0
2018,11,8,1,30,0,0,0,0,0,0
2018,11,8,2,30,0,0,0,0,0,0
2018,11,8,3,30,0,0,0,0,0,0
2018,11,8,4,30,0,0,0,0,0,0
2018,11,8,5,30,0,0,0,0,0,0
2018,11,8,6,30,0,0,0,0,0,0
2018,11,8,7,30,87,45,326,96,49,367
2018,11,8,8,30,213,87,435,273,85,648
2018,11,8,9,30,397,122,655,420,116,726
2018,11,8,10,30,511,158,695,511,158,695
2018,11,8,11,30,543,195,634,543,195,634
2018,11,8,12,30,514,220,543,514,220,543
2018,11,8,13,30,427,215,439,427,215,439
2018,11,8,14,30,308,169,365,308,169,365
2018,11,8,15,30,163,103,249,163,103,249
2018,11,8,16,30,31,25,85,31,25,85
2018,11,8,17,30,0,0,0,0,0,0
2018,11,8,18,30,0,0,0,0,0,0
2018,11,8,19,30,0,0,0,0,0,0
2018,11,8,20,30,0,0,0,0,0,0
2018,11,8,21,30,0,0,0,0,0,0
2018,11,8,22,30,0,0,0,0,0,0
2018,11,8,23,30,0,0,0,0,0,0
2018,11,9,0,30,0,0,0,0,0,0
2018,11,9,1,30,0,0,0,0,0,0
2018,11,9,2,30,0,0,0,0,0,0
2018,11,9,3,30,0,0,0,0,0,0
2018,11,9,4,30,0,0,0,0,0,0
2018,11,9,5,30,0,0,0,0,0,0
2018,11,9,6,30,0,0,0,0,0,0
2018,11,9,7,30,82,50,256,82,50,256
2018,11,9,8,30,222,93,451,242,103,486
2018,11,9,9,30,342,152,458,361,157,491
2018,11,9,10,30,421,228,384,421,228,384
2018,11,9,11,30,446,259,343,446,259,343
2018,11,9,12,30,433,230,378,456,235,411
2018,11,9,13,30,360,188,358,417,197,458
2018,11,9,14,30,275,167,287,275,167,287
2018,11,9,15,30,126,89,156,126,89,156
2018,11,9,16,30,16,14,28,16,14,28
2018,11,9,17,30,0,0,0,0,0,0
2018,11,9,18,30,0,0,0,0,0,0
2018,11,9,19,30,0,0,0,0,0,0
2018,11,9,20,30,0,0,0,0,0,0
2018,11,9,21,30,0,0,0,0,0,0
2018,11,9,22,30,0,0,0,0,0,0
2018,11,9,23,30,0,0,0,0,0,0
2018,11,10,0,30,0,0,0,0,0,0
2018,11,10,1,30,0,0,0,0,0,0
2018,11,10,2,30,0,0,0,0,0,0
2018,11,10,3,30,0,0,0,0,0,0
2018,11,10,4,30,0,0,0,0,0,0
2018,11,10,5,30,0,0,0,0,0,0
2018,11,10,6,30,0,0,0,0,0,0
2018,11,10,7,30,56,42,119,56,42,119
2018,11,10,8,30,202,116,305,202,116,305
2018,11,10,9,30,341,167,424,341,167,424
2018,11,10,10,30,435,204,463,435,204,463
2018,11,10,11,30,457,224,430,474,233,446
2018,11,10,12,30,451,224,426,470,222,465
2018,11,10,13,30,404,194,442,415,191,470
2018,11,10,14,30,291,163,344,291,163,344
2018,11,10,15,30,144,97,203,144,97,203
2018,11,10,16,30,20,18,38,20,18,38
2018,11,10,17,30,0,0,0,0,0,0
2018,11,10,18,30,0,0,0,0,0,0
2018,11,10,19,30,0,0,0,0,0,0
2018,11,10,20,30,0,0,0,0,0,0
2018,11,10,21,30,0,0,0,0,0,0
2018,11,10,22,30,0,0,0,0,0,0
2018,11,10,23,30,0,0,0,0,0,0
2018,11,11,0,30,0,0,0,0,0,0
2018,11,11,1,30,0,0,0,0,0,0
2018,11,11,2,30,0,0,0,0,0,0
2018,11,11,3,30,0,0,0,0,0,0
2018,11,11,4,30,0,0,0,0,0,0
2018,11,11,5,30,0,0,0,0,0,0
2018,11,11,6,30,0,0,0,0,0,0
2018,11,11,7,30,82,43,328,82,43,328
2018,11,11,8,30,246,82,591,246,82,591
2018,11,11,9,30,387,113,674,390,112,684
2018,11,11,10,30,408,188,445,477,154,652
2018,11,11,11,30,492,205,534,497,205,544
2018,11,11,12,30,472,209,498,486,205,531
2018,11,11,13,30,393,189,433,423,183,508
2018,11,11,14,30,290,163,344,290,163,344
2018,11,11,15,30,142,96,200,142,96,200
2018,11,11,16,30,20,17,45,20,17,45
2018,11,11,17,30,0,0,0,0,0,0
2018,11,11,18,30,0,0,0,0,0,0
2018,11,11,19,30,0,0,0,0,0,0
2018,11,11,20,30,0,0,0,0,0,0
2018,11,11,21,30,0,0,0,0,0,0
2018,11,11,22,30,0,0,0,0,0,0
2018,11,11,23,30,0,0,0,0,0,0
2018,11,12,0,30,0,0,0,0,0,0
2018,11,12,1,30,0,0,0,0,0,0
2018,11,12,2,30,0,0,0,0,0,0
2018,11,12,3,30,0,0,0,0,0,0
2018,11,12,4,30,0,0,0,0,0,0
2018,11,12,5,30,0,0,0,0,0,0
2018,11,12,6,30,0,0,0,0,0,0
2018,11,12,7,30,72,44,247,72,43,253
2018,11,12,8,30,151,105,168,229,91,502
2018,11,12,9,30,369,122,612,376,121,634
2018,11,12,10,30,435,169,541,468,152,644
2018,11,12,11,30,445,216,429,485,208,520
2018,11,12,12,30,427,220,394,467,214,482
2018,11,12,13,30,346,196,321,401,195,441
2018,11,12,14,30,266,167,271,266,167,271
2018,11,12,15,30,114,87,118,120,89,136
2018,11,12,16,30,12,11,18,12,11,18
2018,11,12,17,30,0,0,0,0,0,0
2018,11,12,18,30,0,0,0,0,0,0
2018,11,12,19,30,0,0,0,0,0,0
2018,11,12,20,30,0,0,0,0,0,0
2018,11,12,21,30,0,0,0,0,0,0
2018,11,12,22,30,0,0,0,0,0,0
2018,11,12,23,30,0,0,0,0,0,0
2018,11,13,0,30,0,0,0,0,0,0
2018,11,13,1,30,0,0,0,0,0,0
2018,11,13,2,30,0,0,0,0,0,0
2018,11,13,3,30,0,0,0,0,0,0
2018,11,13,4,30,0,0,0,0,0,0
2018,11,13,5,30,0,0,0,0,0,0
2018,11,13,6,30,0,0,0,0,0,0
2018,11,13,7,30,13,13,0,67,43,216
2018,11,13,8,30,34,34,0,216,96,446
2018,11,13,9,30,162,149,33,351,135,542
2018,11,13,10,30,206,189,34,442,174,549
2018,11,13,11,30,281,231,94,473,209,499
2018,11,13,12,30,315,236,152,447,224,427
2018,11,13,13,30,259,203,121,369,211,340
2018,11,13,14,30,224,153,195,250,162,242
2018,11,13,15,30,84,78,26,113,83,136
2018,11,13,16,30,6,6,2,12,11,24
2018,11,13,17,30,0,0,0,0,0,0
2018,11,13,18,30,0,0,0,0,0,0
2018,11,13,19,30,0,0,0,0,0,0
2018,11,13,20,30,0,0,0,0,0,0
2018,11,13,21,30,0,0,0,0,0,0
2018,11,13,22,30,0,0,0,0,0,0
2018,11,13,23,30,0,0,0,0,0,0
2018,11,14,0,30,0,0,0,0,0,0
2018,11,14,1,30,0,0,0,0,0,0
2018,11,14,2,30,0,0,0,0,0,0
2018,11,14,3,30,0,0,0,0,0,0
2018,11,14,4,30,0,0,0,0,0,0
2018,11,14,5,30,0,0,0,0,0,0
2018,11,14,6,30,0,0,0,0,0,0
2018,11,14,7,30,41,37,37,58,40,173
2018,11,14,8,30,146,104,157,206,99,403
2018,11,14,9,30,274,155,302,340,140,505
2018,11,14,10,30,369,187,377,427,178,515
2018,11,14,11,30,392,218,332,467,200,509
2018,11,14,12,30,391,209,351,452,202,483
2018,11,14,13,30,359,175,400,385,187,430
2018,11,14,14,30,255,151,289,269,153,324
2018,11,14,15,30,115,86,133,129,87,191
2018,11,14,16,30,14,13,21,14,12,32
2018,11,14,17,30,0,0,0,0,0,0
2018,11,14,18,30,0,0,0,0,0,0
2018,11,14,19,30,0,0,0,0,0,0
2018,11,14,20,30,0,0,0,0,0,0
2018,11,14,21,30,0,0,0,0,0,0
2018,11,14,22,30,0,0,0,0,0,0
2018,11,14,23,30,0,0,0,0,0,0
2018,11,15,0,30,0,0,0,0,0,0
2018,11,15,1,30,0,0,0,0,0,0
2018,11,15,2,30,0,0,0,0,0,0
2018,11,15,3,30,0,0,0,0,0,0
2018,11,15,4,30,0,0,0,0,0,0
2018,11,15,5,30,0,0,0,0,0,0
2018,11,15,6,30,0,0,0,0,0,0
2018,11,15,7,30,43,36,65,57,39,173
2018,11,15,8,30,160,100,229,205,94,423
2018,11,15,9,30,266,155,284,358,111,632
2018,11,15,10,30,367,185,379,474,103,774
2018,11,15,11,30,380,219,309,517,120,761
2018,11,15,12,30,335,227,210,504,123,741
2018,11,15,13,30,318,178,305,436,118,695
2018,11,15,14,30,314,110,574,314,110,574
2018,11,15,15,30,144,79,299,163,77,394
2018,11,15,16,30,20,17,55,24,19,89
2018,11,15,17,30,0,0,0,0,0,0
2018,11,15,18,30,0,0,0,0,0,0
2018,11,15,19,30,0,0,0,0,0,0
2018,11,15,20,30,0,0,0,0,0,0
2018,11,15,21,30,0,0,0,0,0,0
2018,11,15,22,30,0,0,0,0,0,0
2018,11,15,23,30,0,0,0,0,0,0
2018,11,16,0,30,0,0,0,0,0,0
2018,11,16,1,30,0,0,0,0,0,0
2018,11,16,2,30,0,0,0,0,0,0
2018,11,16,3,30,0,0,0,0,0,0
2018,11,16,4,30,0,0,0,0,0,0
2018,11,16,5,30,0,0,0,0,0,0
2018,11,16,6,30,0,0,0,0,0,0
2018,11,16,7,30,60,37,227,60,37,227
2018,11,16,8,30,212,83,499,212,83,499
2018,11,16,9,30,354,110,630,354,110,630
2018,11,16,10,30,454,132,678,454,132,678
2018,11,16,11,30,497,148,674,497,148,674
2018,11,16,12,30,491,144,680,491,144,680
2018,11,16,13,30,428,127,662,428,127,662
2018,11,16,14,30,306,117,534,306,117,534
2018,11,16,15,30,156,80,354,156,80,354
2018,11,16,16,30,21,17,75,21,17,75
2018,11,16,17,30,0,0,0,0,0,0
2018,11,16,18,30,0,0,0,0,0,0
2018,11,16,19,30,0,0,0,0,0,0
2018,11,16,20,30,0,0,0,0,0,0
2018,11,16,21,30,0,0,0,0,0,0
2018,11,16,22,30,0,0,0,0,0,0
2018,11,16,23,30,0,0,0,0,0,0
2018,11,17,0,30,0,0,0,0,0,0
2018,11,17,1,30,0,0,0,0,0,0
2018,11,17,2,30,0,0,0,0,0,0
2018,11,17,3,30,0,0,0,0,0,0
2018,11,17,4,30,0,0,0,0,0,0
2018,11,17,5,30,0,0,0,0,0,0
2018,11,17,6,30,0,0,0,0,0,0
2018,11,17,7,30,58,36,230,58,36,230
2018,11,17,8,30,158,94,252,211,81,510
2018,11,17,9,30,334,112,578,359,98,680
2018,11,17,10,30,469,102,777,469,102,777
2018,11,17,11,30,517,113,786,517,113,786
2018,11,17,12,30,495,134,713,495,134,713
2018,11,17,13,30,414,147,592,414,147,592
2018,11,17,14,30,298,125,493,298,125,493
2018,11,17,15,30,151,82,327,151,82,327
2018,11,17,16,30,20,17,68,20,17,68
2018,11,17,17,30,0,0,0,0,0,0
2018,11,17,18,30,0,0,0,0,0,0
2018,11,17,19,30,0,0,0,0,0,0
2018,11,17,20,30,0,0,0,0,0,0
2018,11,17,21,30,0,0,0,0,0,0
2018,11,17,22,30,0,0,0,0,0,0
2018,11,17,23,30,0,0,0,0,0,0
2018,11,18,0,30,0,0,0,0,0,0
2018,11,18,1,30,0,0,0,0,0,0
2018,11,18,2,30,0,0,0,0,0,0
2018,11,18,3,30,0,0,0,0,0,0
2018,11,18,4,30,0,0,0,0,0,0
2018,11,18,5,30,0,0,0,0,0,0
2018,11,18,6,30,0,0,0,0,0,0
2018,11,18,7,30,67,32,375,67,32,375
2018,11,18,8,30,230,60,677,230,60,677
2018,11,18,9,30,378,78,790,378,78,790
2018,11,18,10,30,481,93,829,481,93,829
2018,11,18,11,30,534,97,856,534,97,856
2018,11,18,12,30,524,99,845,524,99,845
2018,11,18,13,30,454,97,797,454,97,797
2018,11,18,14,30,333,85,715,333,85,715
2018,11,18,15,30,176,62,544,176,62,544
2018,11,18,16,30,26,19,149,26,19,149
2018,11,18,17,30,0,0,0,0,0,0
2018,11,18,18,30,0,0,0,0,0,0
2018,11,18,19,30,0,0,0,0,0,0
2018,11,18,20,30,0,0,0,0,0,0
2018,11,18,21,30,0,0,0,0,0,0
2018,11,18,22,30,0,0,0,0,0,0
2018,11,18,23,30,0,0,0,0,0,0
2018,11,19,0,30,0,0,0,0,0,0
2018,11,19,1,30,0,0,0,0,0,0
2018,11,19,2,30,0,0,0,0,0,0
2018,11,19,3,30,0,0,0,0,0,0
2018,11,19,4,30,0,0,0,0,0,0
2018,11,19,5,30,0,0,0,0,0,0
2018,11,19,6,30,0,0,0,0,0,0
2018,11,19,7,30,45,32,142,62,33,325
2018,11,19,8,30,164,84,322,221,67,623
2018,11,19,9,30,281,131,399,367,85,749
2018,11,19,10,30,369,165,439,470,98,800
2018,11,19,11,30,422,174,490,519,107,814
2018,11,19,12,30,393,190,406,507,112,791
2018,11,19,13,30,430,111,717,435,111,729
2018,11,19,14,30,298,89,608,314,98,627
2018,11,19,15,30,142,69,352,162,70,447
2018,11,19,16,30,20,16,82,21,17,103
2018,11,19,17,30,0,0,0,0,0,0
2018,11,19,18,30,0,0,0,0,0,0
2018,11,19,19,30,0,0,0,0,0,0
2018,11,19,20,30,0,0,0,0,0,0
2018,11,19,21,30,0,0,0,0,0,0
2018,11,19,22,30,0,0,0,0,0,0
2018,11,19,23,30,0,0,0,0,0,0
2018,11,20,0,30,0,0,0,0,0,0
2018,11,20,1,30,0,0,0,0,0,0
2018,11,20,2,30,0,0,0,0,0,0
2018,11,20,3,30,0,0,0,0,0,0
2018,11,20,4,30,0,0,0,0,0,0
2018,11,20,5,30,0,0,0,0,0,0
2018,11,20,6,30,0,0,0,0,0,0
2018,11,20,7,30,59,30,336,59,30,336
2018,11,20,8,30,216,57,650,216,57,650
2018,11,20,9,30,362,73,776,362,73,776
2018,11,20,10,30,466,84,828,466,84,828
2018,11,20,11,30,494,107,770,517,87,854
2018,11,20,12,30,413,169,491,511,84,859
2018,11,20,13,30,362,144,494,447,78,836
2018,11,20,14,30,246,119,371,327,69,754
2018,11,20,15,30,129,69,292,172,53,584
2018,11,20,16,30,19,16,77,24,18,153
2018,11,20,17,30,0,0,0,0,0,0
2018,11,20,18,30,0,0,0,0,0,0
2018,11,20,19,30,0,0,0,0,0,0
2018,11,20,20,30,0,0,0,0,0,0
2018,11,20,21,30,0,0,0,0,0,0
2018,11,20,22,30,0,0,0,0,0,0
2018,11,20,23,30,0,0,0,0,0,0
2018,11,21,0,30,0,0,0,0,0,0
2018,11,21,1,30,0,0,0,0,0,0
2018,11,21,2,30,0,0,0,0,0,0
2018,11,21,3,30,0,0,0,0,0,0
2018,11,21,4,30,0,0,0,0,0,0
2018,11,21,5,30,0,0,0,0,0,0
2018,11,21,6,30,0,0,0,0,0,0
2018,11,21,7,30,6,6,0,52,32,244
2018,11,21,8,30,16,16,0,199,63,565
2018,11,21,9,30,40,40,0,340,76,715
2018,11,21,10,30,82,82,0,443,82,789
2018,11,21,11,30,32,32,0,496,81,830
2018,11,21,12,30,30,30,0,486,85,813
2018,11,21,13,30,86,81,11,418,86,756
2018,11,21,14,30,34,34,0,305,73,683
2018,11,21,15,30,19,19,0,160,55,519
2018,11,21,16,30,4,4,0,23,18,134
2018,11,21,17,30,0,0,0,0,0,0
2018,11,21,18,30,0,0,0,0,0,0
2018,11,21,19,30,0,0,0,0,0,0
2018,11,21,20,30,0,0,0,0,0,0
2018,11,21,21,30,0,0,0,0,0,0
2018,11,21,22,30,0,0,0,0,0,0
2018,11,21,23,30,0,0,0,0,0,0
2018,11,22,0,30,0,0,0,0,0,0
2018,11,22,1,30,0,0,0,0,0,0
2018,11,22,2,30,0,0,0,0,0,0
2018,11,22,3,30,0,0,0,0,0,0
2018,11,22,4,30,0,0,0,0,0,0
2018,11,22,5,30,0,0,0,0,0,0
2018,11,22,6,30,0,0,0,0,0,0
2018,11,22,7,30,52,28,306,54,28,332
2018,11,22,8,30,122,35,367,208,48,673
2018,11,22,9,30,71,69,5,352,61,797
2018,11,22,10,30,149,142,15,455,71,846
2018,11,22,11,30,96,96,0,506,73,873
2018,11,22,12,30,130,123,15,497,71,869
2018,11,22,13,30,42,42,0,430,70,826
2018,11,22,14,30,131,107,72,313,65,737
2018,11,22,15,30,51,51,0,164,50,569
2018,11,22,16,30,8,8,6,23,18,140
2018,11,22,17,30,0,0,0,0,0,0
2018,11,22,18,30,0,0,0,0,0,0
2018,11,22,19,30,0,0,0,0,0,0
2018,11,22,20,30,0,0,0,0,0,0
2018,11,22,21,30,0,0,0,0,0,0
2018,11,22,22,30,0,0,0,0,0,0
2018,11,22,23,30,0,0,0,0,0,0
2018,11,23,0,30,0,0,0,0,0,0
2018,11,23,1,30,0,0,0,0,0,0
2018,11,23,2,30,0,0,0,0,0,0
2018,11,23,3,30,0,0,0,0,0,0
2018,11,23,4,30,0,0,0,0,0,0
2018,11,23,5,30,0,0,0,0,0,0
2018,11,23,6,30,0,0,0,0,0,0
2018,11,23,7,30,5,5,0,51,27,312
2018,11,23,8,30,14,14,0,199,49,642
2018,11,23,9,30,24,24,0,338,62,764
2018,11,23,10,30,35,35,0,438,71,815
2018,11,23,11,30,28,28,0,488,71,846
2018,11,23,12,30,59,59,1,480,70,842
2018,11,23,13,30,104,99,12,417,66,810
2018,11,23,14,30,90,81,28,306,55,751
2018,11,23,15,30,22,22,0,161,41,605
2018,11,23,16,30,2,2,0,23,16,188
2018,11,23,17,30,0,0,0,0,0,0
2018,11,23,18,30,0,0,0,0,0,0
2018,11,23,19,30,0,0,0,0,0,0
2018,11,23,20,30,0,0,0,0,0,0
2018,11,23,21,30,0,0,0,0,0,0
2018,11,23,22,30,0,0,0,0,0,0
2018,11,23,23,30,0,0,0,0,0,0
2018,11,24,0,30,0,0,0,0,0,0
2018,11,24,1,30,0,0,0,0,0,0
2018,11,24,2,30,0,0,0,0,0,0
2018,11,24,3,30,0,0,0,0,0,0
2018,11,24,4,30,0,0,0,0,0,0
2018,11,24,5,30,0,0,0,0,0,0
2018,11,24,6,30,0,0,0,0,0,0
2018,11,24,7,30,27,14,182,51,25,359
2018,11,24,8,30,47,15,138,203,46,681
2018,11,24,9,30,65,54,30,345,59,798
2018,11,24,10,30,279,194,190,447,71,841
2018,11,24,11,30,267,181,176,498,73,867
2018,11,24,12,30,361,195,343,489,75,854
2018,11,24,13,30,305,167,321,422,74,807
2018,11,24,14,30,258,99,478,308,66,728
2018,11,24,15,30,122,56,335,160,51,557
2018,11,24,16,30,21,16,131,21,16,134
2018,11,24,17,30,0,0,0,0,0,0
2018,11,24,18,30,0,0,0,0,0,0
2018,11,24,19,30,0,0,0,0,0,0
2018,11,24,20,30,0,0,0,0,0,0
2018,11,24,21,30,0,0,0,0,0,0
2018,11,24,22,30,0,0,0,0,0,0
2018,11,24,23,30,0,0,0,0,0,0
2018,11,25,0,30,0,0,0,0,0,0
2018,11,25,1,30,0,0,0,0,0,0
2018,11,25,2,30,0,0,0,0,0,0
2018,11,25,3,30,0,0,0,0,0,0
2018,11,25,4,30,0,0,0,0,0,0
2018,11,25,5,30,0,0,0,0,0,0
2018,11,25,6,30,0,0,0,0,0,0
2018,11,25,7,30,49,24,353,49,24,357
2018,11,25,8,30,200,45,684,200,45,684
2018,11,25,9,30,342,56,806,342,56,806
2018,11,25,10,30,445,65,857,445,65,857
2018,11,25,11,30,496,69,877,496,69,877
2018,11,25,12,30,490,69,874,490,69,874
2018,11,25,13,30,408,81,763,427,64,847
2018,11,25,14,30,264,95,511,313,57,775
2018,11,25,15,30,145,51,481,163,43,615
2018,11,25,16,30,20,15,137,22,16,180
2018,11,25,17,30,0,0,0,0,0,0
2018,11,25,18,30,0,0,0,0,0,0
2018,11,25,19,30,0,0,0,0,0,0
2018,11,25,20,30,0,0,0,0,0,0
2018,11,25,21,30,0,0,0,0,0,0
2018,11,25,22,30,0,0,0,0,0,0
2018,11,25,23,30,0,0,0,0,0,0
2018,11,26,0,30,0,0,0,0,0,0
2018,11,26,1,30,0,0,0,0,0,0
2018,11,26,2,30,0,0,0,0,0,0
2018,11,26,3,30,0,0,0,0,0,0
2018,11,26,4,30,0,0,0,0,0,0
2018,11,26,5,30,0,0,0,0,0,0
2018,11,26,6,30,0,0,0,0,0,0
2018,11,26,7,30,9,9,0,45,24,317
2018,11,26,8,30,29,29,0,193,48,649
